2019-03-19 14:03:36,149 ERROR BasicPlanAgentImpl:165 last activity of person driver agent id agent_from_2_16 has end time < infty; setting it to infty
2019-03-19 14:03:36,149 ERROR BasicPlanAgentImpl:166  This message given only once.
2019-03-19 14:03:43,330  WARN CharyparNagelActivityScoring:257 This may also happen when plans are not completed when the simulation ends.
2019-03-19 14:03:43,330  WARN CharyparNagelActivityScoring:259 Additional warnings of this type are suppressed.
2019-03-19 14:03:44,159  WARN CharyparNagelActivityScoring:252 The first and the last activity do not have the same type. 
2019-03-19 14:03:44,159  WARN CharyparNagelActivityScoring:253 Will score the first activity from midnight to its end, and the last activity from its start to midnight.
2019-03-19 14:03:44,159  WARN CharyparNagelActivityScoring:254 Because of the nonlinear function, this is not the same as scoring from start to end.
2019-03-19 14:03:44,159  WARN CharyparNagelActivityScoring:255 first activity: [type=h][coord=null][linkId=o6][startTime=undefined][endTime=06:04:08][duration=undefined][facilityId=null]
2019-03-19 14:03:44,159  WARN CharyparNagelActivityScoring:256 last activity: [type=w][coord=null][linkId=-1][startTime=06:31:36][endTime=undefined][duration=undefined][facilityId=null]
2019-03-19 14:03:44,159  WARN CharyparNagelActivityScoring:257 This may also happen when plans are not completed when the simulation ends.
2019-03-19 14:03:44,159  WARN CharyparNagelActivityScoring:259 Additional warnings of this type are suppressed.
2019-03-19 14:03:44,986  WARN CharyparNagelActivityScoring:252 The first and the last activity do not have the same type. 
2019-03-19 14:03:44,986  WARN CharyparNagelActivityScoring:253 Will score the first activity from midnight to its end, and the last activity from its start to midnight.
2019-03-19 14:03:44,986  WARN CharyparNagelActivityScoring:254 Because of the nonlinear function, this is not the same as scoring from start to end.
2019-03-19 14:03:44,986  WARN CharyparNagelActivityScoring:255 first activity: [type=h][coord=null][linkId=o6][startTime=undefined][endTime=06:04:08][duration=undefined][facilityId=null]
2019-03-19 14:03:44,986  WARN CharyparNagelActivityScoring:256 last activity: [type=w][coord=null][linkId=-1][startTime=06:32:25][endTime=undefined][duration=undefined][facilityId=null]
2019-03-19 14:03:44,986  WARN CharyparNagelActivityScoring:257 This may also happen when plans are not completed when the simulation ends.
2019-03-19 14:03:44,986  WARN CharyparNagelActivityScoring:259 Additional warnings of this type are suppressed.
2019-03-19 14:03:45,841  WARN CharyparNagelActivityScoring:252 The first and the last activity do not have the same type. 
2019-03-19 14:03:45,841  WARN CharyparNagelActivityScoring:253 Will score the first activity from midnight to its end, and the last activity from its start to midnight.
2019-03-19 14:03:45,841  WARN CharyparNagelActivityScoring:254 Because of the nonlinear function, this is not the same as scoring from start to end.
2019-03-19 14:03:45,841  WARN CharyparNagelActivityScoring:255 first activity: [type=h][coord=null][linkId=o6][startTime=undefined][endTime=06:04:08][duration=undefined][facilityId=null]
2019-03-19 14:03:45,841  WARN CharyparNagelActivityScoring:256 last activity: [type=w][coord=null][linkId=-1][startTime=06:31:15][endTime=undefined][duration=undefined][facilityId=null]
2019-03-19 14:03:45,841  WARN CharyparNagelActivityScoring:257 This may also happen when plans are not completed when the simulation ends.
2019-03-19 14:03:45,841  WARN CharyparNagelActivityScoring:259 Additional warnings of this type are suppressed.
2019-03-19 14:03:46,960  WARN CharyparNagelActivityScoring:252 The first and the last activity do not have the same type. 
2019-03-19 14:03:46,960  WARN CharyparNagelActivityScoring:253 Will score the first activity from midnight to its end, and the last activity from its start to midnight.
2019-03-19 14:03:46,960  WARN CharyparNagelActivityScoring:254 Because of the nonlinear function, this is not the same as scoring from start to end.
2019-03-19 14:03:46,961  WARN CharyparNagelActivityScoring:255 first activity: [type=h][coord=null][linkId=o6][startTime=undefined][endTime=06:04:08][duration=undefined][facilityId=null]
2019-03-19 14:03:46,961  WARN CharyparNagelActivityScoring:256 last activity: [type=w][coord=null][linkId=-1][startTime=06:34:52][endTime=undefined][duration=undefined][facilityId=null]
2019-03-19 14:03:46,961  WARN CharyparNagelActivityScoring:257 This may also happen when plans are not completed when the simulation ends.
2019-03-19 14:03:46,961  WARN CharyparNagelActivityScoring:259 Additional warnings of this type are suppressed.
